,,tempo,corrente
22:11:15,2.94E+00,718,2.94E+00
22:11:16,2.65E+00,719,2.65E+00
22:11:17,2.81E+00,720,2.81E+00
22:11:18,2.67E+00,721,2.67E+00
22:11:19,2.71E+00,722,2.71E+00
22:11:20,2.64E+00,723,2.64E+00
22:11:21,2.49E+00,724,2.49E+00
22:11:22,2.52E+00,725,2.52E+00
22:11:23,2.35E+00,726,2.35E+00
22:11:24,2.42E+00,727,2.42E+00
22:11:25,2.20E+00,728,2.20E+00
22:11:26,2.35E+00,729,2.35E+00
22:11:27,2.32E+00,730,2.32E+00
22:11:28,2.19E+00,731,2.19E+00
22:11:29,2.27E+00,732,2.27E+00
22:11:30,2.08E+00,733,2.08E+00
22:11:31,2.21E+00,734,2.21E+00
22:11:32,1.98E+00,735,1.98E+00
22:11:33,2.07E+00,736,2.07E+00
22:11:34,1.97E+00,737,1.97E+00
22:11:35,2.01E+00,738,2.01E+00
22:11:36,2.05E+00,739,2.05E+00
22:11:37,1.89E+00,740,1.89E+00
22:11:38,2.07E+00,741,2.07E+00
22:11:39,1.89E+00,742,1.89E+00
22:11:40,2.08E+00,743,2.08E+00
22:11:41,1.97E+00,744,1.97E+00
22:11:42,1.84E+00,745,1.84E+00
22:11:43,1.95E+00,746,1.95E+00
22:11:44,1.84E+00,747,1.84E+00
22:11:45,2.04E+00,748,2.04E+00
22:11:46,1.87E+00,749,1.87E+00
22:11:47,2.01E+00,750,2.01E+00
22:11:48,1.92E+00,751,1.92E+00
22:11:49,1.96E+00,752,1.96E+00
22:11:50,2.00E+00,753,2.00E+00
22:11:51,1.90E+00,754,1.90E+00
22:11:52,1.98E+00,755,1.98E+00
22:11:53,1.86E+00,756,1.86E+00
22:11:54,1.98E+00,757,1.98E+00
22:11:55,1.79E+00,758,1.79E+00
22:11:56,1.91E+00,759,1.91E+00
22:11:57,1.96E+00,760,1.96E+00
22:11:58,1.86E+00,761,1.86E+00
22:11:59,1.98E+00,762,1.98E+00
22:12:00,1.86E+00,763,1.86E+00
22:12:01,1.98E+00,764,1.98E+00
22:12:02,3.24E+00,765,3.24E+00
22:12:03,3.38E+00,766,3.38E+00
22:12:04,3.47E+00,767,3.47E+00
22:12:05,3.51E+00,768,3.51E+00
22:12:06,3.46E+00,769,3.46E+00
22:12:07,3.50E+00,770,3.50E+00
22:12:08,3.64E+00,771,3.64E+00
22:12:09,3.64E+00,772,3.64E+00
22:12:10,3.64E+00,773,3.64E+00
22:12:11,3.61E+00,774,3.61E+00
22:12:12,3.59E+00,775,3.59E+00
22:12:13,3.57E+00,776,3.57E+00
22:12:14,3.56E+00,777,3.56E+00
22:12:15,3.53E+00,778,3.53E+00
22:12:16,3.49E+00,779,3.49E+00
22:12:17,3.47E+00,780,3.47E+00
22:12:18,3.44E+00,781,3.44E+00
