21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,-1,6,7,1
08:57:55,-0.077E-3,ADC,-0.077E-3
08:57:56,-0.075E-3,ADC,-0.075E-3
08:57:57,-0.072E-3,ADC,-0.072E-3
08:57:58,-0.071E-3,ADC,-0.071E-3
08:57:59,-0.070E-3,ADC,-0.070E-3
08:58:00,-0.068E-3,ADC,-0.068E-3
08:58:01,-0.067E-3,ADC,-0.067E-3
08:58:02,-0.066E-3,ADC,-0.066E-3
08:58:03,-0.064E-3,ADC,-0.064E-3
08:58:04,-0.063E-3,ADC,-0.063E-3
08:58:05,-0.062E-3,ADC,-0.062E-3
08:58:06,-0.061E-3,ADC,-0.061E-3
08:58:07,-0.059E-3,ADC,-0.059E-3
08:58:08,-0.058E-3,ADC,-0.058E-3
08:58:09,-0.058E-3,ADC,-0.058E-3
08:58:10,-0.220E-3,ADC,-0.220E-3
08:58:11,-0.054E-3,ADC,-0.054E-3
08:58:12,-0.287E-3,ADC,-0.287E-3
08:58:13,-0.418E-3,ADC,-0.418E-3
08:58:14,-0.090E-3,ADC,-0.090E-3
08:58:15,-0.393E-3,ADC,-0.393E-3
08:58:16,-0.206E-3,ADC,-0.206E-3
08:58:17,-0.388E-3,ADC,-0.388E-3
08:58:18,-0.212E-3,ADC,-0.212E-3
08:58:19,-0.310E-3,ADC,-0.310E-3
08:58:20,-0.099E-3,ADC,-0.099E-3
08:58:21,-0.314E-3,ADC,-0.314E-3
08:58:22,-0.342E-3,ADC,-0.342E-3
08:58:23,-0.328E-3,ADC,-0.328E-3
08:58:24,-0.192E-3,ADC,-0.192E-3
08:58:25,-0.303E-3,ADC,-0.303E-3
08:58:26,-0.106E-3,ADC,-0.106E-3
08:58:27,-0.218E-3,ADC,-0.218E-3
08:58:28,-0.067E-3,ADC,-0.067E-3
08:58:29,-0.301E-3,ADC,-0.301E-3
08:58:30,-0.048E-3,ADC,-0.048E-3
08:58:31,-0.349E-3,ADC,-0.349E-3
08:58:32,-0.055E-3,ADC,-0.055E-3
08:58:33,-0.336E-3,ADC,-0.336E-3
08:58:34,-0.160E-3,ADC,-0.160E-3
08:58:35,-0.317E-3,ADC,-0.317E-3
08:58:36,-0.290E-3,ADC,-0.290E-3
08:58:37,-0.135E-3,ADC,-0.135E-3
08:58:38,-0.374E-3,ADC,-0.374E-3
08:58:39,-0.130E-3,ADC,-0.130E-3
08:58:40,-0.287E-3,ADC,-0.287E-3
08:58:41,-0.248E-3,ADC,-0.248E-3
08:58:42,-0.221E-3,ADC,-0.221E-3
08:58:43,-0.252E-3,ADC,-0.252E-3
08:58:44,-0.097E-3,ADC,-0.097E-3
08:58:45,-0.253E-3,ADC,-0.253E-3
08:58:46,-0.070E-3,ADC,-0.070E-3
08:58:47,-0.345E-3,ADC,-0.345E-3
08:58:48,-0.038E-3,ADC,-0.038E-3
08:58:49,2.882E-3,ADC,2.882E-3
08:58:50,2.532E-3,ADC,2.532E-3
08:58:51,2.325E-3,ADC,2.325E-3
08:58:52,2.143E-3,ADC,2.143E-3
08:58:53,1.853E-3,ADC,1.853E-3
08:58:54,1.924E-3,ADC,1.924E-3
08:58:55,1.716E-3,ADC,1.716E-3
08:58:56,1.813E-3,ADC,1.813E-3
08:58:57,1.532E-3,ADC,1.532E-3
08:58:58,1.780E-3,ADC,1.780E-3
08:58:59,1.330E-3,ADC,1.330E-3
08:59:00,1.652E-3,ADC,1.652E-3
08:59:01,1.565E-3,ADC,1.565E-3
08:59:02,1.883E-3,ADC,1.883E-3
08:59:03,1.988E-3,ADC,1.988E-3
08:59:04,2.968E-3,ADC,2.968E-3
08:59:05,3.353E-3,ADC,3.353E-3
08:59:06,4.322E-3,ADC,4.322E-3
08:59:07,4.586E-3,ADC,4.586E-3
08:59:08,4.932E-3,ADC,4.932E-3
08:59:09,5.113E-3,ADC,5.113E-3
08:59:10,5.156E-3,ADC,5.156E-3
08:59:11,5.337E-3,ADC,5.337E-3
08:59:12,5.374E-3,ADC,5.374E-3
08:59:13,5.296E-3,ADC,5.296E-3
