21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,0,4000,8,1
14:42:42,0.000,Hz,0.000
14:42:43,0.000,Hz,0.000
14:42:44,0.000,Hz,0.000
14:42:45,0.000,Hz,0.000
14:42:46,0.000,Hz,0.000
14:42:47,0.000,Hz,0.000
14:42:48,0.000,Hz,0.000
14:42:49,0.000,Hz,0.000
14:42:50,+OL,Hz,0.00
14:42:51,37.63,Hz,37.63
14:42:52,33.79,Hz,33.79
14:42:53,33.73,Hz,33.73
14:42:54,33.92,Hz,33.92
14:42:55,33.90,Hz,33.90
14:42:56,33.03,Hz,33.03
14:42:57,32.68,Hz,32.68
14:42:58,32.81,Hz,32.81
14:42:59,32.42,Hz,32.42
14:43:00,23.86,Hz,23.86
14:43:01,23.86,Hz,23.86
14:43:02,0.000,Hz,0.000
14:43:03,3.756,Hz,3.756
14:43:04,0.000,Hz,0.000
14:43:05,0.000,Hz,0.000
14:43:06,0.000,Hz,0.000
14:43:07,0.000,Hz,0.000
