21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,0,8000,8,1
14:24:33,0.000,Hz,0.000
14:24:34,0.000,Hz,0.000
14:24:35,0.000,Hz,0.000
14:24:36,0.000,Hz,0.000
14:24:37,0.000,Hz,0.000
14:24:38,0.000,Hz,0.000
14:24:39,0.000,Hz,0.000
14:24:40,0.000,Hz,0.000
14:24:41,0.000,Hz,0.000
14:24:42,0.000,Hz,0.000
14:24:43,0.000,Hz,0.000
14:24:44,0.000,Hz,0.000
14:24:45,0.000,Hz,0.000
14:24:46,0.000,Hz,0.000
14:24:47,0.000,Hz,0.000
14:24:48,0.000,Hz,0.000
14:24:49,0.000,Hz,0.000
14:24:50,0.000,Hz,0.000
14:24:51,39.84,Hz,39.84
14:24:52,38.68,Hz,38.68
14:24:53,39.21,Hz,39.21
14:24:54,39.49,Hz,39.49
14:24:55,39.49,Hz,39.49
14:24:56,39.08,Hz,39.08
14:24:57,38.14,Hz,38.14
14:24:58,37.75,Hz,37.75
14:24:59,38.06,Hz,38.06
14:25:00,30.34,Hz,30.34
14:25:01,7.860,Hz,7.860
14:25:02,7.860,Hz,7.860
14:25:03,0.000,Hz,0.000
14:25:04,0.000,Hz,0.000
14:25:05,0.000,Hz,0.000
14:25:06,0.000,Hz,0.000
14:25:07,0.000,Hz,0.000
14:25:08,0.000,Hz,0.000
14:25:09,0.000,Hz,0.000
14:25:10,0.000,Hz,0.000
14:25:11,0.000,Hz,0.000
14:25:12,0.000,Hz,0.000
14:25:13,0.000,Hz,0.000
