21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,0,4,8,1
14:30:46,3.868E-3,ADC,3.868E-3
14:30:47,3.902E-3,ADC,3.902E-3
14:30:48,3.743E-3,ADC,3.743E-3
14:30:49,3.537E-3,ADC,3.537E-3
14:30:50,3.533E-3,ADC,3.533E-3
14:30:51,3.483E-3,ADC,3.483E-3
14:30:52,3.630E-3,ADC,3.630E-3
14:30:53,3.434E-3,ADC,3.434E-3
14:30:54,3.344E-3,ADC,3.344E-3
14:30:55,3.542E-3,ADC,3.542E-3
14:30:56,3.280E-3,ADC,3.280E-3
14:30:57,3.476E-3,ADC,3.476E-3
14:30:58,3.116E-3,ADC,3.116E-3
14:30:59,3.428E-3,ADC,3.428E-3
14:31:00,3.132E-3,ADC,3.132E-3
14:31:01,3.183E-3,ADC,3.183E-3
14:31:02,3.181E-3,ADC,3.181E-3
14:31:03,3.168E-3,ADC,3.168E-3
14:31:04,3.086E-3,ADC,3.086E-3
14:31:05,3.044E-3,ADC,3.044E-3
14:31:06,3.107E-3,ADC,3.107E-3
14:31:07,2.947E-3,ADC,2.947E-3
14:31:08,3.046E-3,ADC,3.046E-3
14:31:09,3.094E-3,ADC,3.094E-3
14:31:10,3.043E-3,ADC,3.043E-3
14:31:11,3.204E-3,ADC,3.204E-3
14:31:12,3.001E-3,ADC,3.001E-3
14:31:13,3.071E-3,ADC,3.071E-3
14:31:14,3.024E-3,ADC,3.024E-3
14:31:15,3.201E-3,ADC,3.201E-3
14:31:16,3.021E-3,ADC,3.021E-3
14:31:17,2.936E-3,ADC,2.936E-3
14:31:18,3.011E-3,ADC,3.011E-3
14:31:19,2.934E-3,ADC,2.934E-3
14:31:20,2.997E-3,ADC,2.997E-3
14:31:21,2.946E-3,ADC,2.946E-3
14:31:22,2.928E-3,ADC,2.928E-3
14:31:23,3.012E-3,ADC,3.012E-3
14:31:24,2.967E-3,ADC,2.967E-3
14:31:25,2.919E-3,ADC,2.919E-3
14:31:26,2.972E-3,ADC,2.972E-3
14:31:27,3.088E-3,ADC,3.088E-3
14:31:28,2.838E-3,ADC,2.838E-3
14:31:29,3.077E-3,ADC,3.077E-3
14:31:30,2.823E-3,ADC,2.823E-3
14:31:31,2.876E-3,ADC,2.876E-3
14:31:32,2.821E-3,ADC,2.821E-3
14:31:33,2.853E-3,ADC,2.853E-3
14:31:34,2.899E-3,ADC,2.899E-3
14:31:35,2.756E-3,ADC,2.756E-3
14:31:36,2.832E-3,ADC,2.832E-3
14:31:37,2.726E-3,ADC,2.726E-3
14:31:38,2.796E-3,ADC,2.796E-3
14:31:39,2.847E-3,ADC,2.847E-3
14:31:40,2.759E-3,ADC,2.759E-3
14:31:41,2.987E-3,ADC,2.987E-3
14:31:42,2.785E-3,ADC,2.785E-3
14:31:43,3.027E-3,ADC,3.027E-3
14:31:44,2.839E-3,ADC,2.839E-3
14:31:45,3.028E-3,ADC,3.028E-3
14:31:46,2.895E-3,ADC,2.895E-3
14:31:47,2.978E-3,ADC,2.978E-3
14:31:48,2.887E-3,ADC,2.887E-3
14:31:49,2.828E-3,ADC,2.828E-3
14:31:50,2.785E-3,ADC,2.785E-3
14:31:51,2.895E-3,ADC,2.895E-3
14:31:52,2.816E-3,ADC,2.816E-3
14:31:53,2.991E-3,ADC,2.991E-3
14:31:54,2.814E-3,ADC,2.814E-3
14:31:55,2.816E-3,ADC,2.816E-3
14:31:56,2.674E-3,ADC,2.674E-3
14:31:57,2.760E-3,ADC,2.760E-3
14:31:58,2.720E-3,ADC,2.720E-3
14:31:59,2.826E-3,ADC,2.826E-3
14:32:00,2.649E-3,ADC,2.649E-3
14:32:01,2.803E-3,ADC,2.803E-3
14:32:02,2.711E-3,ADC,2.711E-3
14:32:03,2.731E-3,ADC,2.731E-3
14:32:04,2.846E-3,ADC,2.846E-3
14:32:05,2.696E-3,ADC,2.696E-3
14:32:06,2.850E-3,ADC,2.850E-3
14:32:07,2.783E-3,ADC,2.783E-3
14:32:08,2.775E-3,ADC,2.775E-3
14:32:09,2.800E-3,ADC,2.800E-3
