21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,-0,5,3,7,1
16:23:44,-0.019E-3,ADC,-0.019E-3
16:23:45,-0.018E-3,ADC,-0.018E-3
16:23:46,-0.018E-3,ADC,-0.018E-3
16:23:47,0.204E-3,ADC,0.204E-3
16:23:48,0.176E-3,ADC,0.176E-3
16:23:49,0.181E-3,ADC,0.181E-3
16:23:50,0.545E-3,ADC,0.545E-3
16:23:51,1.264E-3,ADC,1.264E-3
16:23:52,1.689E-3,ADC,1.689E-3
16:23:53,2.124E-3,ADC,2.124E-3
16:23:54,2.428E-3,ADC,2.428E-3
16:23:55,2.707E-3,ADC,2.707E-3
16:23:56,2.826E-3,ADC,2.826E-3
16:23:57,2.685E-3,ADC,2.685E-3
16:23:58,2.719E-3,ADC,2.719E-3
16:23:59,2.532E-3,ADC,2.532E-3
16:24:00,2.569E-3,ADC,2.569E-3
16:24:01,2.442E-3,ADC,2.442E-3
16:24:02,2.503E-3,ADC,2.503E-3
16:24:03,2.587E-3,ADC,2.587E-3
16:24:04,2.429E-3,ADC,2.429E-3
16:24:05,2.454E-3,ADC,2.454E-3
16:24:06,2.330E-3,ADC,2.330E-3
16:24:07,2.427E-3,ADC,2.427E-3
16:24:08,2.308E-3,ADC,2.308E-3
16:24:09,2.370E-3,ADC,2.370E-3
16:24:10,2.419E-3,ADC,2.419E-3
16:24:11,2.297E-3,ADC,2.297E-3
16:24:12,2.395E-3,ADC,2.395E-3
16:24:13,2.280E-3,ADC,2.280E-3
16:24:14,2.333E-3,ADC,2.333E-3
16:24:15,2.268E-3,ADC,2.268E-3
16:24:16,2.293E-3,ADC,2.293E-3
16:24:17,2.360E-3,ADC,2.360E-3
16:24:18,2.375E-3,ADC,2.375E-3
16:24:19,2.284E-3,ADC,2.284E-3
16:24:20,2.245E-3,ADC,2.245E-3
16:24:21,2.274E-3,ADC,2.274E-3
16:24:22,2.218E-3,ADC,2.218E-3
16:24:23,2.195E-3,ADC,2.195E-3
16:24:24,2.314E-3,ADC,2.314E-3
16:24:25,2.221E-3,ADC,2.221E-3
16:24:26,2.232E-3,ADC,2.232E-3
16:24:27,2.181E-3,ADC,2.181E-3
16:24:28,2.304E-3,ADC,2.304E-3
16:24:29,2.135E-3,ADC,2.135E-3
16:24:30,2.272E-3,ADC,2.272E-3
16:24:31,2.144E-3,ADC,2.144E-3
16:24:32,2.170E-3,ADC,2.170E-3
16:24:33,2.201E-3,ADC,2.201E-3
16:24:34,2.129E-3,ADC,2.129E-3
16:24:35,2.174E-3,ADC,2.174E-3
16:24:36,2.093E-3,ADC,2.093E-3
16:24:37,2.211E-3,ADC,2.211E-3
16:24:38,2.160E-3,ADC,2.160E-3
16:24:39,2.119E-3,ADC,2.119E-3
16:24:40,2.182E-3,ADC,2.182E-3
16:24:41,2.104E-3,ADC,2.104E-3
16:24:42,2.241E-3,ADC,2.241E-3
16:24:43,2.059E-3,ADC,2.059E-3
16:24:44,2.152E-3,ADC,2.152E-3
16:24:45,2.147E-3,ADC,2.147E-3
16:24:46,2.050E-3,ADC,2.050E-3
16:24:47,2.162E-3,ADC,2.162E-3
16:24:48,2.115E-3,ADC,2.115E-3
16:24:49,2.153E-3,ADC,2.153E-3
16:24:50,2.104E-3,ADC,2.104E-3
16:24:51,2.098E-3,ADC,2.098E-3
16:24:52,2.065E-3,ADC,2.065E-3
16:24:53,2.105E-3,ADC,2.105E-3
16:24:54,2.231E-3,ADC,2.231E-3
16:24:55,2.144E-3,ADC,2.144E-3
16:24:56,2.093E-3,ADC,2.093E-3
16:24:57,2.088E-3,ADC,2.088E-3
16:24:58,2.221E-3,ADC,2.221E-3
16:24:59,2.019E-3,ADC,2.019E-3
16:25:00,2.077E-3,ADC,2.077E-3
16:25:01,2.062E-3,ADC,2.062E-3
16:25:02,2.081E-3,ADC,2.081E-3
16:25:03,2.135E-3,ADC,2.135E-3
16:25:04,2.036E-3,ADC,2.036E-3
16:25:05,2.097E-3,ADC,2.097E-3
16:25:06,2.047E-3,ADC,2.047E-3
16:25:07,2.114E-3,ADC,2.114E-3
