21,3
20430,7935,2
00,00,00,01
True,00,01,00,00
20
False,1,1
True,0,2,10,1
16:53:20,1.974E-3,ADC,1.974E-3
16:53:21,1.773E-3,ADC,1.773E-3
16:53:22,1.649E-3,ADC,1.649E-3
16:53:23,1.745E-3,ADC,1.745E-3
16:53:24,1.609E-3,ADC,1.609E-3
16:53:25,1.716E-3,ADC,1.716E-3
16:53:26,1.615E-3,ADC,1.615E-3
16:53:27,1.691E-3,ADC,1.691E-3
16:53:28,1.784E-3,ADC,1.784E-3
16:53:29,1.564E-3,ADC,1.564E-3
16:53:30,1.852E-3,ADC,1.852E-3
16:53:31,1.630E-3,ADC,1.630E-3
16:53:32,1.705E-3,ADC,1.705E-3
16:53:33,1.649E-3,ADC,1.649E-3
16:53:34,1.905E-3,ADC,1.905E-3
16:53:35,1.762E-3,ADC,1.762E-3
16:53:36,1.822E-3,ADC,1.822E-3
16:53:37,1.724E-3,ADC,1.724E-3
16:53:38,1.720E-3,ADC,1.720E-3
16:53:39,1.624E-3,ADC,1.624E-3
16:53:40,1.585E-3,ADC,1.585E-3
16:53:41,1.633E-3,ADC,1.633E-3
16:53:42,1.808E-3,ADC,1.808E-3
16:53:43,1.650E-3,ADC,1.650E-3
16:53:44,1.633E-3,ADC,1.633E-3
16:53:45,1.561E-3,ADC,1.561E-3
16:53:46,1.601E-3,ADC,1.601E-3
16:53:47,1.522E-3,ADC,1.522E-3
16:53:48,1.739E-3,ADC,1.739E-3
16:53:49,1.447E-3,ADC,1.447E-3
16:53:50,1.872E-3,ADC,1.872E-3
16:53:51,1.570E-3,ADC,1.570E-3
16:53:52,1.859E-3,ADC,1.859E-3
16:53:53,1.747E-3,ADC,1.747E-3
16:53:54,1.821E-3,ADC,1.821E-3
16:53:55,1.674E-3,ADC,1.674E-3
16:53:56,1.560E-3,ADC,1.560E-3
16:53:57,1.614E-3,ADC,1.614E-3
16:53:58,1.663E-3,ADC,1.663E-3
16:53:59,1.610E-3,ADC,1.610E-3
16:54:00,1.839E-3,ADC,1.839E-3
16:54:01,1.560E-3,ADC,1.560E-3
16:54:02,1.834E-3,ADC,1.834E-3
16:54:03,1.571E-3,ADC,1.571E-3
16:54:04,1.603E-3,ADC,1.603E-3
16:54:05,1.670E-3,ADC,1.670E-3
16:54:06,1.630E-3,ADC,1.630E-3
16:54:07,1.651E-3,ADC,1.651E-3
16:54:08,1.650E-3,ADC,1.650E-3
16:54:09,1.672E-3,ADC,1.672E-3
16:54:10,1.690E-3,ADC,1.690E-3
16:54:11,1.584E-3,ADC,1.584E-3
16:54:12,1.783E-3,ADC,1.783E-3
16:54:13,1.598E-3,ADC,1.598E-3
16:54:14,1.848E-3,ADC,1.848E-3
16:54:15,1.546E-3,ADC,1.546E-3
16:54:16,1.588E-3,ADC,1.588E-3
16:54:17,1.511E-3,ADC,1.511E-3
16:54:18,1.554E-3,ADC,1.554E-3
16:54:19,1.448E-3,ADC,1.448E-3
16:54:20,1.557E-3,ADC,1.557E-3
16:54:21,1.625E-3,ADC,1.625E-3
16:54:22,1.538E-3,ADC,1.538E-3
16:54:23,1.593E-3,ADC,1.593E-3
16:54:24,1.515E-3,ADC,1.515E-3
16:54:25,1.522E-3,ADC,1.522E-3
16:54:26,1.561E-3,ADC,1.561E-3
16:54:27,1.434E-3,ADC,1.434E-3
16:54:28,1.655E-3,ADC,1.655E-3
16:54:29,1.451E-3,ADC,1.451E-3
16:54:30,1.802E-3,ADC,1.802E-3
16:54:31,1.509E-3,ADC,1.509E-3
16:54:32,1.593E-3,ADC,1.593E-3
16:54:33,1.697E-3,ADC,1.697E-3
16:54:34,1.602E-3,ADC,1.602E-3
16:54:35,1.700E-3,ADC,1.700E-3
16:54:36,1.569E-3,ADC,1.569E-3
16:54:37,1.605E-3,ADC,1.605E-3
16:54:38,1.576E-3,ADC,1.576E-3
16:54:39,1.590E-3,ADC,1.590E-3
16:54:40,1.612E-3,ADC,1.612E-3
16:54:41,1.597E-3,ADC,1.597E-3
16:54:42,1.595E-3,ADC,1.595E-3
16:54:43,1.494E-3,ADC,1.494E-3
