21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,0,14,7,1
17:41:30,11.894E-3,ADC,11.894E-3
17:41:31,11.950E-3,ADC,11.950E-3
17:41:32,11.903E-3,ADC,11.903E-3
17:41:33,11.976E-3,ADC,11.976E-3
17:41:34,11.968E-3,ADC,11.968E-3
17:41:35,12.031E-3,ADC,12.031E-3
17:41:36,11.366E-3,ADC,11.366E-3
17:41:37,11.175E-3,ADC,11.175E-3
17:41:38,11.061E-3,ADC,11.061E-3
17:41:39,11.120E-3,ADC,11.120E-3
17:41:40,10.970E-3,ADC,10.970E-3
17:41:41,11.022E-3,ADC,11.022E-3
17:41:42,11.084E-3,ADC,11.084E-3
17:41:43,10.997E-3,ADC,10.997E-3
17:41:44,10.905E-3,ADC,10.905E-3
17:41:45,10.909E-3,ADC,10.909E-3
17:41:46,10.996E-3,ADC,10.996E-3
17:41:47,10.965E-3,ADC,10.965E-3
17:41:48,11.022E-3,ADC,11.022E-3
17:41:49,10.989E-3,ADC,10.989E-3
17:41:50,10.978E-3,ADC,10.978E-3
17:41:51,11.089E-3,ADC,11.089E-3
17:41:52,10.974E-3,ADC,10.974E-3
17:41:53,11.125E-3,ADC,11.125E-3
17:41:54,11.028E-3,ADC,11.028E-3
17:41:55,11.072E-3,ADC,11.072E-3
17:41:56,11.161E-3,ADC,11.161E-3
17:41:57,11.116E-3,ADC,11.116E-3
17:41:58,11.226E-3,ADC,11.226E-3
17:41:59,11.170E-3,ADC,11.170E-3
17:42:00,11.180E-3,ADC,11.180E-3
17:42:01,11.183E-3,ADC,11.183E-3
17:42:02,11.203E-3,ADC,11.203E-3
17:42:03,11.197E-3,ADC,11.197E-3
17:42:04,11.192E-3,ADC,11.192E-3
17:42:05,11.212E-3,ADC,11.212E-3
17:42:06,11.290E-3,ADC,11.290E-3
17:42:07,11.277E-3,ADC,11.277E-3
17:42:08,11.269E-3,ADC,11.269E-3
17:42:09,11.371E-3,ADC,11.371E-3
17:42:10,11.190E-3,ADC,11.190E-3
17:42:11,11.355E-3,ADC,11.355E-3
17:42:12,11.231E-3,ADC,11.231E-3
17:42:13,11.236E-3,ADC,11.236E-3
17:42:14,11.272E-3,ADC,11.272E-3
17:42:15,11.253E-3,ADC,11.253E-3
17:42:16,11.358E-3,ADC,11.358E-3
17:42:17,11.295E-3,ADC,11.295E-3
17:42:18,11.323E-3,ADC,11.323E-3
17:42:19,11.321E-3,ADC,11.321E-3
17:42:20,11.307E-3,ADC,11.307E-3
17:42:21,11.445E-3,ADC,11.445E-3
17:42:22,11.322E-3,ADC,11.322E-3
17:42:23,11.408E-3,ADC,11.408E-3
17:42:24,11.351E-3,ADC,11.351E-3
17:42:25,11.350E-3,ADC,11.350E-3
17:42:26,11.354E-3,ADC,11.354E-3
17:42:27,11.351E-3,ADC,11.351E-3
17:42:28,11.421E-3,ADC,11.421E-3
17:42:29,11.346E-3,ADC,11.346E-3
17:42:30,11.403E-3,ADC,11.403E-3
17:42:31,11.451E-3,ADC,11.451E-3
17:42:32,11.392E-3,ADC,11.392E-3
17:42:33,11.460E-3,ADC,11.460E-3
17:42:34,11.446E-3,ADC,11.446E-3
17:42:35,11.529E-3,ADC,11.529E-3
17:42:36,11.466E-3,ADC,11.466E-3
17:42:37,11.632E-3,ADC,11.632E-3
17:42:38,11.549E-3,ADC,11.549E-3
17:42:39,11.622E-3,ADC,11.622E-3
17:42:40,11.513E-3,ADC,11.513E-3
17:42:41,11.577E-3,ADC,11.577E-3
17:42:42,11.624E-3,ADC,11.624E-3
17:42:43,11.605E-3,ADC,11.605E-3
17:42:44,11.612E-3,ADC,11.612E-3
17:42:45,11.621E-3,ADC,11.621E-3
17:42:46,11.641E-3,ADC,11.641E-3
17:42:47,11.717E-3,ADC,11.717E-3
17:42:48,11.708E-3,ADC,11.708E-3
17:42:49,11.737E-3,ADC,11.737E-3
17:42:50,11.678E-3,ADC,11.678E-3
17:42:51,11.684E-3,ADC,11.684E-3
17:42:52,11.671E-3,ADC,11.671E-3
17:42:53,11.694E-3,ADC,11.694E-3
