21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,0,2,10,1
16:46:05,1.879E-3,ADC,1.879E-3
16:46:06,1.844E-3,ADC,1.844E-3
16:46:07,1.815E-3,ADC,1.815E-3
16:46:08,1.887E-3,ADC,1.887E-3
16:46:09,1.722E-3,ADC,1.722E-3
16:46:10,1.965E-3,ADC,1.965E-3
16:46:11,1.728E-3,ADC,1.728E-3
16:46:12,1.973E-3,ADC,1.973E-3
16:46:13,1.705E-3,ADC,1.705E-3
16:46:14,1.638E-3,ADC,1.638E-3
16:46:15,1.819E-3,ADC,1.819E-3
16:46:16,1.919E-3,ADC,1.919E-3
16:46:17,1.645E-3,ADC,1.645E-3
16:46:18,1.740E-3,ADC,1.740E-3
16:46:19,1.582E-3,ADC,1.582E-3
16:46:20,1.688E-3,ADC,1.688E-3
16:46:21,1.689E-3,ADC,1.689E-3
16:46:22,1.862E-3,ADC,1.862E-3
16:46:23,1.601E-3,ADC,1.601E-3
16:46:24,1.717E-3,ADC,1.717E-3
16:46:25,1.609E-3,ADC,1.609E-3
16:46:26,1.706E-3,ADC,1.706E-3
16:46:27,1.596E-3,ADC,1.596E-3
16:46:28,1.762E-3,ADC,1.762E-3
16:46:29,1.570E-3,ADC,1.570E-3
16:46:30,1.756E-3,ADC,1.756E-3
16:46:31,1.621E-3,ADC,1.621E-3
16:46:32,1.532E-3,ADC,1.532E-3
16:46:33,1.654E-3,ADC,1.654E-3
16:46:34,1.462E-3,ADC,1.462E-3
16:46:35,1.705E-3,ADC,1.705E-3
16:46:36,1.562E-3,ADC,1.562E-3
16:46:37,1.697E-3,ADC,1.697E-3
16:46:38,1.750E-3,ADC,1.750E-3
16:46:39,1.654E-3,ADC,1.654E-3
16:46:40,1.686E-3,ADC,1.686E-3
16:46:41,1.704E-3,ADC,1.704E-3
16:46:42,1.572E-3,ADC,1.572E-3
16:46:43,1.628E-3,ADC,1.628E-3
16:46:44,1.808E-3,ADC,1.808E-3
16:46:45,1.601E-3,ADC,1.601E-3
16:46:46,1.769E-3,ADC,1.769E-3
16:46:47,1.622E-3,ADC,1.622E-3
16:46:48,1.684E-3,ADC,1.684E-3
16:46:49,1.541E-3,ADC,1.541E-3
16:46:50,1.541E-3,ADC,1.541E-3
16:46:51,1.536E-3,ADC,1.536E-3
16:46:52,1.490E-3,ADC,1.490E-3
16:46:53,1.563E-3,ADC,1.563E-3
16:46:54,1.539E-3,ADC,1.539E-3
16:46:55,1.521E-3,ADC,1.521E-3
16:46:56,1.635E-3,ADC,1.635E-3
16:46:57,1.468E-3,ADC,1.468E-3
16:46:58,1.751E-3,ADC,1.751E-3
16:46:59,1.518E-3,ADC,1.518E-3
16:47:00,1.530E-3,ADC,1.530E-3
16:47:01,1.557E-3,ADC,1.557E-3
16:47:02,1.491E-3,ADC,1.491E-3
16:47:03,1.629E-3,ADC,1.629E-3
16:47:04,1.425E-3,ADC,1.425E-3
16:47:05,1.642E-3,ADC,1.642E-3
16:47:06,1.591E-3,ADC,1.591E-3
16:47:07,1.547E-3,ADC,1.547E-3
16:47:08,1.608E-3,ADC,1.608E-3
16:47:09,1.577E-3,ADC,1.577E-3
16:47:10,1.701E-3,ADC,1.701E-3
16:47:11,1.558E-3,ADC,1.558E-3
16:47:12,1.573E-3,ADC,1.573E-3
16:47:13,1.496E-3,ADC,1.496E-3
16:47:14,1.608E-3,ADC,1.608E-3
16:47:15,1.498E-3,ADC,1.498E-3
16:47:16,1.607E-3,ADC,1.607E-3
16:47:17,1.569E-3,ADC,1.569E-3
16:47:18,1.562E-3,ADC,1.562E-3
16:47:19,1.545E-3,ADC,1.545E-3
16:47:20,1.497E-3,ADC,1.497E-3
16:47:21,1.538E-3,ADC,1.538E-3
16:47:22,1.476E-3,ADC,1.476E-3
16:47:23,1.503E-3,ADC,1.503E-3
16:47:24,1.520E-3,ADC,1.520E-3
16:47:25,1.534E-3,ADC,1.534E-3
16:47:26,1.556E-3,ADC,1.556E-3
16:47:27,1.435E-3,ADC,1.435E-3
16:47:28,1.658E-3,ADC,1.658E-3
