21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,-1,7,8,1
09:06:34,-0.143E-3,ADC,-0.143E-3
09:06:35,-0.137E-3,ADC,-0.137E-3
09:06:36,-0.130E-3,ADC,-0.130E-3
09:06:37,-0.126E-3,ADC,-0.126E-3
09:06:38,-0.120E-3,ADC,-0.120E-3
09:06:39,-0.115E-3,ADC,-0.115E-3
09:06:40,-0.342E-3,ADC,-0.342E-3
09:06:41,-0.209E-3,ADC,-0.209E-3
09:06:42,-0.529E-3,ADC,-0.529E-3
09:06:43,-0.120E-3,ADC,-0.120E-3
09:06:44,-0.446E-3,ADC,-0.446E-3
09:06:45,-0.714E-3,ADC,-0.714E-3
09:06:46,-0.258E-3,ADC,-0.258E-3
09:06:47,-0.241E-3,ADC,-0.241E-3
09:06:48,-0.150E-3,ADC,-0.150E-3
09:06:49,-0.407E-3,ADC,-0.407E-3
09:06:50,-0.337E-3,ADC,-0.337E-3
09:06:51,-0.220E-3,ADC,-0.220E-3
09:06:52,-0.317E-3,ADC,-0.317E-3
09:06:53,-0.236E-3,ADC,-0.236E-3
09:06:54,-0.227E-3,ADC,-0.227E-3
09:06:55,-0.229E-3,ADC,-0.229E-3
09:06:56,4.443E-3,ADC,4.443E-3
09:06:57,3.687E-3,ADC,3.687E-3
09:06:58,3.665E-3,ADC,3.665E-3
09:06:59,3.345E-3,ADC,3.345E-3
09:07:00,2.967E-3,ADC,2.967E-3
09:07:01,2.958E-3,ADC,2.958E-3
09:07:02,2.876E-3,ADC,2.876E-3
09:07:03,2.602E-3,ADC,2.602E-3
09:07:04,2.740E-3,ADC,2.740E-3
09:07:05,2.428E-3,ADC,2.428E-3
09:07:06,2.599E-3,ADC,2.599E-3
09:07:07,2.329E-3,ADC,2.329E-3
09:07:08,2.532E-3,ADC,2.532E-3
09:07:09,4.111E-3,ADC,4.111E-3
09:07:10,4.751E-3,ADC,4.751E-3
09:07:11,6.135E-3,ADC,6.135E-3
09:07:12,6.523E-3,ADC,6.523E-3
09:07:13,6.887E-3,ADC,6.887E-3
09:07:14,6.632E-3,ADC,6.632E-3
09:07:15,6.402E-3,ADC,6.402E-3
09:07:16,6.492E-3,ADC,6.492E-3
09:07:17,6.141E-3,ADC,6.141E-3
09:07:18,6.241E-3,ADC,6.241E-3
09:07:19,5.606E-3,ADC,5.606E-3
09:07:20,5.987E-3,ADC,5.987E-3
09:07:21,5.411E-3,ADC,5.411E-3
09:07:22,5.408E-3,ADC,5.408E-3
09:07:23,5.174E-3,ADC,5.174E-3
09:07:24,5.081E-3,ADC,5.081E-3
09:07:25,4.326E-3,ADC,4.326E-3
09:07:26,4.480E-3,ADC,4.480E-3
09:07:27,4.388E-3,ADC,4.388E-3
09:07:28,4.318E-3,ADC,4.318E-3
09:07:29,4.238E-3,ADC,4.238E-3
09:07:30,4.187E-3,ADC,4.187E-3
09:07:31,4.011E-3,ADC,4.011E-3
09:07:32,3.768E-3,ADC,3.768E-3
09:07:33,3.709E-3,ADC,3.709E-3
09:07:34,3.735E-3,ADC,3.735E-3
09:07:35,3.271E-3,ADC,3.271E-3
09:07:36,3.509E-3,ADC,3.509E-3
09:07:37,2.880E-3,ADC,2.880E-3
09:07:38,3.167E-3,ADC,3.167E-3
09:07:39,2.846E-3,ADC,2.846E-3
09:07:40,2.680E-3,ADC,2.680E-3
09:07:41,2.618E-3,ADC,2.618E-3
09:07:42,2.595E-3,ADC,2.595E-3
09:07:43,2.575E-3,ADC,2.575E-3
09:07:44,2.528E-3,ADC,2.528E-3
09:07:45,2.561E-3,ADC,2.561E-3
09:07:46,2.515E-3,ADC,2.515E-3
09:07:47,2.471E-3,ADC,2.471E-3
09:07:48,2.457E-3,ADC,2.457E-3
09:07:49,2.114E-3,ADC,2.114E-3
09:07:50,2.462E-3,ADC,2.462E-3
09:07:51,2.192E-3,ADC,2.192E-3
09:07:52,2.288E-3,ADC,2.288E-3
09:07:53,2.106E-3,ADC,2.106E-3
09:07:54,2.170E-3,ADC,2.170E-3
09:07:55,1.789E-3,ADC,1.789E-3
