21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,-1,3,8,1
09:50:34,-0.132E-3,ADC,-0.132E-3
09:50:35,-0.128E-3,ADC,-0.128E-3
09:50:36,-0.126E-3,ADC,-0.126E-3
09:50:37,-0.123E-3,ADC,-0.123E-3
09:50:38,-0.120E-3,ADC,-0.120E-3
09:50:39,-0.118E-3,ADC,-0.118E-3
09:50:40,-0.115E-3,ADC,-0.115E-3
09:50:41,-0.113E-3,ADC,-0.113E-3
09:50:42,-0.110E-3,ADC,-0.110E-3
09:50:43,-0.108E-3,ADC,-0.108E-3
09:50:44,-0.108E-3,ADC,-0.108E-3
09:50:45,-0.104E-3,ADC,-0.104E-3
09:50:46,-0.101E-3,ADC,-0.101E-3
09:50:47,-0.100E-3,ADC,-0.100E-3
09:50:48,-0.096E-3,ADC,-0.096E-3
09:50:49,-0.096E-3,ADC,-0.096E-3
09:50:50,-0.094E-3,ADC,-0.094E-3
09:50:51,-0.093E-3,ADC,-0.093E-3
09:50:52,-0.090E-3,ADC,-0.090E-3
09:50:53,-0.122E-3,ADC,-0.122E-3
09:50:54,-0.113E-3,ADC,-0.113E-3
09:50:55,-0.151E-3,ADC,-0.151E-3
09:50:56,-0.360E-3,ADC,-0.360E-3
09:50:57,-0.209E-3,ADC,-0.209E-3
09:50:58,-0.457E-3,ADC,-0.457E-3
09:50:59,-0.142E-3,ADC,-0.142E-3
09:51:00,-0.983E-3,ADC,-0.983E-3
09:51:01,-0.147E-3,ADC,-0.147E-3
09:51:02,-0.832E-3,ADC,-0.832E-3
09:51:03,-0.402E-3,ADC,-0.402E-3
09:51:04,-0.799E-3,ADC,-0.799E-3
09:51:05,-0.550E-3,ADC,-0.550E-3
09:51:06,-0.568E-3,ADC,-0.568E-3
09:51:07,-0.791E-3,ADC,-0.791E-3
09:51:08,-0.231E-3,ADC,-0.231E-3
09:51:09,-0.808E-3,ADC,-0.808E-3
09:51:10,-0.370E-3,ADC,-0.370E-3
09:51:11,-0.645E-3,ADC,-0.645E-3
09:51:12,-0.090E-3,ADC,-0.090E-3
09:51:13,-0.454E-3,ADC,-0.454E-3
09:51:14,-0.144E-3,ADC,-0.144E-3
09:51:15,-0.219E-3,ADC,-0.219E-3
09:51:16,-0.982E-3,ADC,-0.982E-3
09:51:17,-0.157E-3,ADC,-0.157E-3
09:51:18,-0.583E-3,ADC,-0.583E-3
09:51:19,-0.138E-3,ADC,-0.138E-3
09:51:20,-0.417E-3,ADC,-0.417E-3
09:51:21,-0.302E-3,ADC,-0.302E-3
09:51:22,-0.453E-3,ADC,-0.453E-3
09:51:23,-0.444E-3,ADC,-0.444E-3
09:51:24,-0.370E-3,ADC,-0.370E-3
09:51:25,-0.694E-3,ADC,-0.694E-3
09:51:26,-0.269E-3,ADC,-0.269E-3
09:51:27,-0.755E-3,ADC,-0.755E-3
09:51:28,-0.408E-3,ADC,-0.408E-3
09:51:29,1.071E-3,ADC,1.071E-3
09:51:30,0.882E-3,ADC,0.882E-3
09:51:31,0.947E-3,ADC,0.947E-3
09:51:32,0.525E-3,ADC,0.525E-3
09:51:33,1.154E-3,ADC,1.154E-3
09:51:34,0.563E-3,ADC,0.563E-3
09:51:35,0.869E-3,ADC,0.869E-3
09:51:36,0.529E-3,ADC,0.529E-3
09:51:37,0.621E-3,ADC,0.621E-3
09:51:38,0.831E-3,ADC,0.831E-3
09:51:39,0.550E-3,ADC,0.550E-3
09:51:40,0.857E-3,ADC,0.857E-3
09:51:41,0.655E-3,ADC,0.655E-3
09:51:42,1.502E-3,ADC,1.502E-3
09:51:43,1.661E-3,ADC,1.661E-3
09:51:44,2.131E-3,ADC,2.131E-3
09:51:45,1.998E-3,ADC,1.998E-3
09:51:46,2.271E-3,ADC,2.271E-3
09:51:47,2.515E-3,ADC,2.515E-3
09:51:48,2.076E-3,ADC,2.076E-3
09:51:49,2.524E-3,ADC,2.524E-3
09:51:50,1.770E-3,ADC,1.770E-3
09:51:51,2.121E-3,ADC,2.121E-3
09:51:52,1.821E-3,ADC,1.821E-3
