21,3
20430,7935,2
00,00,00,01
True,00,01,00,00
20
False,1,1
True,-1,2,6,1
13:55:41,-0.204E-3,ADC,-0.204E-3
13:55:42,-0.199E-3,ADC,-0.199E-3
13:55:43,-0.195E-3,ADC,-0.195E-3
13:55:44,-0.190E-3,ADC,-0.190E-3
13:55:45,-0.186E-3,ADC,-0.186E-3
13:55:46,-0.182E-3,ADC,-0.182E-3
13:55:47,-0.178E-3,ADC,-0.178E-3
13:55:48,-0.174E-3,ADC,-0.174E-3
13:55:49,-0.170E-3,ADC,-0.170E-3
13:55:50,-0.167E-3,ADC,-0.167E-3
13:55:51,-0.291E-3,ADC,-0.291E-3
13:55:52,-0.212E-3,ADC,-0.212E-3
13:55:53,-0.307E-3,ADC,-0.307E-3
13:55:54,-0.385E-3,ADC,-0.385E-3
13:55:55,-0.260E-3,ADC,-0.260E-3
13:55:56,-0.248E-3,ADC,-0.248E-3
13:55:57,-0.434E-3,ADC,-0.434E-3
13:55:58,-0.158E-3,ADC,-0.158E-3
13:55:59,-0.325E-3,ADC,-0.325E-3
13:56:00,-0.153E-3,ADC,-0.153E-3
13:56:01,-0.340E-3,ADC,-0.340E-3
13:56:02,-0.139E-3,ADC,-0.139E-3
13:56:03,-0.268E-3,ADC,-0.268E-3
13:56:04,-0.389E-3,ADC,-0.389E-3
13:56:05,-0.153E-3,ADC,-0.153E-3
13:56:06,-0.361E-3,ADC,-0.361E-3
13:56:07,-0.132E-3,ADC,-0.132E-3
13:56:08,-0.277E-3,ADC,-0.277E-3
13:56:09,-0.125E-3,ADC,-0.125E-3
13:56:10,-0.196E-3,ADC,-0.196E-3
13:56:11,-0.348E-3,ADC,-0.348E-3
13:56:12,-0.130E-3,ADC,-0.130E-3
13:56:13,-0.183E-3,ADC,-0.183E-3
13:56:14,-0.118E-3,ADC,-0.118E-3
13:56:15,-0.225E-3,ADC,-0.225E-3
13:56:16,-0.114E-3,ADC,-0.114E-3
13:56:17,-0.183E-3,ADC,-0.183E-3
13:56:18,-0.119E-3,ADC,-0.119E-3
13:56:19,-0.106E-3,ADC,-0.106E-3
13:56:20,-0.187E-3,ADC,-0.187E-3
13:56:21,-0.100E-3,ADC,-0.100E-3
13:56:22,-0.281E-3,ADC,-0.281E-3
13:56:23,-0.135E-3,ADC,-0.135E-3
13:56:24,-0.131E-3,ADC,-0.131E-3
13:56:25,-0.208E-3,ADC,-0.208E-3
13:56:26,-0.234E-3,ADC,-0.234E-3
13:56:27,-0.262E-3,ADC,-0.262E-3
13:56:28,-0.197E-3,ADC,-0.197E-3
13:56:29,-0.291E-3,ADC,-0.291E-3
13:56:30,-0.107E-3,ADC,-0.107E-3
13:56:31,-0.256E-3,ADC,-0.256E-3
13:56:32,-0.186E-3,ADC,-0.186E-3
13:56:33,-0.223E-3,ADC,-0.223E-3
13:56:34,-0.332E-3,ADC,-0.332E-3
13:56:35,-0.122E-3,ADC,-0.122E-3
13:56:36,-0.108E-3,ADC,-0.108E-3
13:56:37,-0.110E-3,ADC,-0.110E-3
13:56:38,-0.141E-3,ADC,-0.141E-3
13:56:39,-0.078E-3,ADC,-0.078E-3
13:56:40,-0.263E-3,ADC,-0.263E-3
13:56:41,-0.083E-3,ADC,-0.083E-3
13:56:42,-0.116E-3,ADC,-0.116E-3
13:56:43,-0.303E-3,ADC,-0.303E-3
13:56:44,-0.072E-3,ADC,-0.072E-3
13:56:45,-0.111E-3,ADC,-0.111E-3
13:56:46,-0.070E-3,ADC,-0.070E-3
13:56:47,-0.265E-3,ADC,-0.265E-3
13:56:48,-0.096E-3,ADC,-0.096E-3
13:56:49,-0.206E-3,ADC,-0.206E-3
13:56:50,-0.117E-3,ADC,-0.117E-3
13:56:51,-0.220E-3,ADC,-0.220E-3
13:56:52,-0.196E-3,ADC,-0.196E-3
13:56:53,-0.105E-3,ADC,-0.105E-3
13:56:54,-0.207E-3,ADC,-0.207E-3
13:56:55,-0.067E-3,ADC,-0.067E-3
13:56:56,-0.204E-3,ADC,-0.204E-3
13:56:57,-0.066E-3,ADC,-0.066E-3
