21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,-2,7,9,1
10:08:18,-0.197E-3,ADC,-0.197E-3
10:08:19,-0.187E-3,ADC,-0.187E-3
10:08:20,-0.413E-3,ADC,-0.413E-3
10:08:21,-0.476E-3,ADC,-0.476E-3
10:08:22,-1.005E-3,ADC,-1.005E-3
10:08:23,-0.395E-3,ADC,-0.395E-3
10:08:24,-0.896E-3,ADC,-0.896E-3
10:08:25,-0.221E-3,ADC,-0.221E-3
10:08:26,-0.763E-3,ADC,-0.763E-3
10:08:27,-0.703E-3,ADC,-0.703E-3
10:08:28,-0.527E-3,ADC,-0.527E-3
10:08:29,-0.727E-3,ADC,-0.727E-3
10:08:30,-0.216E-3,ADC,-0.216E-3
10:08:31,-0.492E-3,ADC,-0.492E-3
10:08:32,-0.181E-3,ADC,-0.181E-3
10:08:33,-0.643E-3,ADC,-0.643E-3
10:08:34,-0.139E-3,ADC,-0.139E-3
10:08:35,-0.349E-3,ADC,-0.349E-3
10:08:36,-0.274E-3,ADC,-0.274E-3
10:08:37,-0.160E-3,ADC,-0.160E-3
10:08:38,-0.432E-3,ADC,-0.432E-3
10:08:39,-0.354E-3,ADC,-0.354E-3
10:08:40,-0.598E-3,ADC,-0.598E-3
10:08:41,-0.169E-3,ADC,-0.169E-3
10:08:42,-0.186E-3,ADC,-0.186E-3
10:08:43,-0.361E-3,ADC,-0.361E-3
10:08:44,-0.877E-3,ADC,-0.877E-3
10:08:45,-0.464E-3,ADC,-0.464E-3
10:08:46,-0.502E-3,ADC,-0.502E-3
10:08:47,-0.676E-3,ADC,-0.676E-3
10:08:48,0.078E-3,ADC,0.078E-3
10:08:49,1.786E-3,ADC,1.786E-3
10:08:50,2.323E-3,ADC,2.323E-3
10:08:51,1.637E-3,ADC,1.637E-3
10:08:52,1.476E-3,ADC,1.476E-3
10:08:53,1.737E-3,ADC,1.737E-3
10:08:54,1.284E-3,ADC,1.284E-3
10:08:55,1.732E-3,ADC,1.732E-3
10:08:56,1.430E-3,ADC,1.430E-3
10:08:57,1.765E-3,ADC,1.765E-3
10:08:58,1.028E-3,ADC,1.028E-3
10:08:59,1.642E-3,ADC,1.642E-3
10:09:00,1.653E-3,ADC,1.653E-3
10:09:01,1.612E-3,ADC,1.612E-3
10:09:02,3.342E-3,ADC,3.342E-3
10:09:03,4.552E-3,ADC,4.552E-3
10:09:04,6.091E-3,ADC,6.091E-3
10:09:05,6.152E-3,ADC,6.152E-3
10:09:06,6.871E-3,ADC,6.871E-3
10:09:07,6.900E-3,ADC,6.900E-3
10:09:08,6.777E-3,ADC,6.777E-3
10:09:09,6.495E-3,ADC,6.495E-3
10:09:10,6.275E-3,ADC,6.275E-3
10:09:11,5.922E-3,ADC,5.922E-3
10:09:12,5.767E-3,ADC,5.767E-3
10:09:13,5.754E-3,ADC,5.754E-3
10:09:14,5.228E-3,ADC,5.228E-3
10:09:15,5.224E-3,ADC,5.224E-3
10:09:16,4.825E-3,ADC,4.825E-3
10:09:17,4.518E-3,ADC,4.518E-3
10:09:18,4.605E-3,ADC,4.605E-3
10:09:19,3.893E-3,ADC,3.893E-3
10:09:20,4.260E-3,ADC,4.260E-3
10:09:21,3.569E-3,ADC,3.569E-3
10:09:22,3.974E-3,ADC,3.974E-3
10:09:23,3.495E-3,ADC,3.495E-3
10:09:24,3.202E-3,ADC,3.202E-3
10:09:25,3.480E-3,ADC,3.480E-3
10:09:26,2.753E-3,ADC,2.753E-3
10:09:27,3.086E-3,ADC,3.086E-3
10:09:28,2.616E-3,ADC,2.616E-3
10:09:29,2.641E-3,ADC,2.641E-3
10:09:30,2.804E-3,ADC,2.804E-3
10:09:31,2.465E-3,ADC,2.465E-3
10:09:32,2.699E-3,ADC,2.699E-3
10:09:33,2.147E-3,ADC,2.147E-3
10:09:34,2.754E-3,ADC,2.754E-3
10:09:35,2.098E-3,ADC,2.098E-3
10:09:36,2.718E-3,ADC,2.718E-3
10:09:37,1.914E-3,ADC,1.914E-3
10:09:38,2.318E-3,ADC,2.318E-3
