21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,0,4000,8,1
14:53:22,0.000,Hz,0.000
14:53:23,0.000,Hz,0.000
14:53:24,0.000,Hz,0.000
14:53:25,0.000,Hz,0.000
14:53:26,0.000,Hz,0.000
14:53:27,0.000,Hz,0.000
14:53:28,0.000,Hz,0.000
14:53:29,0.000,Hz,0.000
14:53:30,+OL,Hz,0.00
14:53:31,39.33,Hz,39.33
14:53:32,33.45,Hz,33.45
14:53:33,30.57,Hz,30.57
14:53:34,31.29,Hz,31.29
14:53:35,29.71,Hz,29.71
14:53:36,31.49,Hz,31.49
14:53:37,30.03,Hz,30.03
14:53:38,30.11,Hz,30.11
14:53:39,29.93,Hz,29.93
14:53:40,26.18,Hz,26.18
14:53:41,26.18,Hz,26.18
14:53:42,0.000,Hz,0.000
14:53:43,0.000,Hz,0.000
14:53:44,0.000,Hz,0.000
14:53:45,0.000,Hz,0.000
