21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,-2,10,6,1
18:39:43,-0.175E-3,ADC,-0.175E-3
18:39:44,-0.329E-3,ADC,-0.329E-3
18:39:45,-0.148E-3,ADC,-0.148E-3
18:39:46,-0.244E-3,ADC,-0.244E-3
18:39:47,-0.181E-3,ADC,-0.181E-3
18:39:48,-0.286E-3,ADC,-0.286E-3
18:39:49,-0.204E-3,ADC,-0.204E-3
18:39:50,-0.266E-3,ADC,-0.266E-3
18:39:51,-0.227E-3,ADC,-0.227E-3
18:39:52,-0.109E-3,ADC,-0.109E-3
18:39:53,-0.316E-3,ADC,-0.316E-3
18:39:54,-0.127E-3,ADC,-0.127E-3
18:39:55,-0.260E-3,ADC,-0.260E-3
18:39:56,-0.141E-3,ADC,-0.141E-3
18:39:57,-0.231E-3,ADC,-0.231E-3
18:39:58,-0.188E-3,ADC,-0.188E-3
18:39:59,-0.173E-3,ADC,-0.173E-3
18:40:00,-0.255E-3,ADC,-0.255E-3
18:40:01,-0.107E-3,ADC,-0.107E-3
18:40:02,-0.237E-3,ADC,-0.237E-3
18:40:03,-0.088E-3,ADC,-0.088E-3
18:40:04,-0.207E-3,ADC,-0.207E-3
18:40:05,-0.086E-3,ADC,-0.086E-3
18:40:06,-0.086E-3,ADC,-0.086E-3
18:40:07,-0.135E-3,ADC,-0.135E-3
18:40:08,-0.145E-3,ADC,-0.145E-3
18:40:09,-0.213E-3,ADC,-0.213E-3
18:40:10,-0.077E-3,ADC,-0.077E-3
18:40:11,-0.135E-3,ADC,-0.135E-3
18:40:12,-0.102E-3,ADC,-0.102E-3
18:40:13,-0.101E-3,ADC,-0.101E-3
18:40:14,-0.122E-3,ADC,-0.122E-3
18:40:15,-0.075E-3,ADC,-0.075E-3
18:40:16,-0.176E-3,ADC,-0.176E-3
18:40:17,-0.090E-3,ADC,-0.090E-3
18:40:18,-0.211E-3,ADC,-0.211E-3
18:40:19,-0.138E-3,ADC,-0.138E-3
18:40:20,-0.070E-3,ADC,-0.070E-3
18:40:21,-0.236E-3,ADC,-0.236E-3
18:40:22,-0.067E-3,ADC,-0.067E-3
18:40:23,-0.185E-3,ADC,-0.185E-3
18:40:24,-0.107E-3,ADC,-0.107E-3
18:40:25,-0.264E-3,ADC,-0.264E-3
18:40:26,-0.167E-3,ADC,-0.167E-3
18:40:27,-0.154E-3,ADC,-0.154E-3
18:40:28,-0.177E-3,ADC,-0.177E-3
18:40:29,-0.148E-3,ADC,-0.148E-3
18:40:30,-0.262E-3,ADC,-0.262E-3
18:40:31,-0.113E-3,ADC,-0.113E-3
18:40:32,-0.200E-3,ADC,-0.200E-3
18:40:33,-0.158E-3,ADC,-0.158E-3
18:40:34,-0.147E-3,ADC,-0.147E-3
18:40:35,-0.231E-3,ADC,-0.231E-3
18:40:36,-0.100E-3,ADC,-0.100E-3
18:40:37,-0.207E-3,ADC,-0.207E-3
18:40:38,-0.055E-3,ADC,-0.055E-3
18:40:39,-0.193E-3,ADC,-0.193E-3
18:40:40,-0.050E-3,ADC,-0.050E-3
18:40:41,9.196E-3,ADC,9.196E-3
18:40:42,8.587E-3,ADC,8.587E-3
18:40:43,8.216E-3,ADC,8.216E-3
18:40:44,8.127E-3,ADC,8.127E-3
18:40:45,7.921E-3,ADC,7.921E-3
18:40:46,7.724E-3,ADC,7.724E-3
18:40:47,7.629E-3,ADC,7.629E-3
18:40:48,7.435E-3,ADC,7.435E-3
18:40:49,7.465E-3,ADC,7.465E-3
18:40:50,7.470E-3,ADC,7.470E-3
18:40:51,7.247E-3,ADC,7.247E-3
18:40:52,7.342E-3,ADC,7.342E-3
18:40:53,7.094E-3,ADC,7.094E-3
18:40:54,7.212E-3,ADC,7.212E-3
18:40:55,6.986E-3,ADC,6.986E-3
18:40:56,7.126E-3,ADC,7.126E-3
18:40:57,6.999E-3,ADC,6.999E-3
18:40:58,6.939E-3,ADC,6.939E-3
18:40:59,6.958E-3,ADC,6.958E-3
18:41:00,6.865E-3,ADC,6.865E-3
18:41:01,6.924E-3,ADC,6.924E-3
