21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,0,4000,8,1
14:30:48,0.000,Hz,0.000
14:30:49,0.000,Hz,0.000
14:30:50,0.000,Hz,0.000
14:30:51,0.000,Hz,0.000
14:30:52,0.000,Hz,0.000
14:30:53,0.000,Hz,0.000
14:30:54,+OL,Hz,0.00
14:30:55,37.51,Hz,37.51
14:30:56,35.39,Hz,35.39
14:30:57,34.69,Hz,34.69
14:30:58,35.84,Hz,35.84
14:30:59,35.50,Hz,35.50
14:31:00,36.07,Hz,36.07
14:31:01,35.35,Hz,35.35
14:31:02,34.35,Hz,34.35
14:31:03,30.75,Hz,30.75
14:31:04,25.43,Hz,25.43
14:31:05,0.000,Hz,0.000
14:31:06,0.000,Hz,0.000
14:31:07,0.000,Hz,0.000
14:31:08,0.000,Hz,0.000
