21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,-0,4,1,4,9,1
15:13:40,-0.010E-3,ADC,-0.010E-3
15:13:41,-0.009E-3,ADC,-0.009E-3
15:13:42,-0.010E-3,ADC,-0.010E-3
15:13:43,-0.009E-3,ADC,-0.009E-3
15:13:44,-0.010E-3,ADC,-0.010E-3
15:13:45,-0.010E-3,ADC,-0.010E-3
15:13:46,-0.009E-3,ADC,-0.009E-3
15:13:47,-0.010E-3,ADC,-0.010E-3
15:13:48,-0.010E-3,ADC,-0.010E-3
15:13:49,-0.010E-3,ADC,-0.010E-3
15:13:50,-0.010E-3,ADC,-0.010E-3
15:13:51,-0.010E-3,ADC,-0.010E-3
15:13:52,-0.116E-3,ADC,-0.116E-3
15:13:53,-0.051E-3,ADC,-0.051E-3
15:13:54,-0.070E-3,ADC,-0.070E-3
15:13:55,-0.225E-3,ADC,-0.225E-3
15:13:56,-0.075E-3,ADC,-0.075E-3
15:13:57,-0.209E-3,ADC,-0.209E-3
15:13:58,-0.023E-3,ADC,-0.023E-3
15:13:59,-0.202E-3,ADC,-0.202E-3
15:14:00,-0.089E-3,ADC,-0.089E-3
15:14:01,1.259E-3,ADC,1.259E-3
15:14:02,0.981E-3,ADC,0.981E-3
15:14:03,0.988E-3,ADC,0.988E-3
15:14:04,0.807E-3,ADC,0.807E-3
15:14:05,0.700E-3,ADC,0.700E-3
15:14:06,0.775E-3,ADC,0.775E-3
15:14:07,0.771E-3,ADC,0.771E-3
15:14:08,0.771E-3,ADC,0.771E-3
15:14:09,0.685E-3,ADC,0.685E-3
15:14:10,0.792E-3,ADC,0.792E-3
15:14:11,0.571E-3,ADC,0.571E-3
15:14:12,0.753E-3,ADC,0.753E-3
15:14:13,0.587E-3,ADC,0.587E-3
15:14:14,0.690E-3,ADC,0.690E-3
15:14:15,0.793E-3,ADC,0.793E-3
15:14:16,0.818E-3,ADC,0.818E-3
15:14:17,0.909E-3,ADC,0.909E-3
15:14:18,0.858E-3,ADC,0.858E-3
15:14:19,0.882E-3,ADC,0.882E-3
15:14:20,0.887E-3,ADC,0.887E-3
15:14:21,0.895E-3,ADC,0.895E-3
15:14:22,0.847E-3,ADC,0.847E-3
15:14:23,0.822E-3,ADC,0.822E-3
15:14:24,0.829E-3,ADC,0.829E-3
15:14:25,0.774E-3,ADC,0.774E-3
15:14:26,0.868E-3,ADC,0.868E-3
15:14:27,0.808E-3,ADC,0.808E-3
15:14:28,0.859E-3,ADC,0.859E-3
15:14:29,0.802E-3,ADC,0.802E-3
15:14:30,0.826E-3,ADC,0.826E-3
15:14:31,0.770E-3,ADC,0.770E-3
15:14:32,0.808E-3,ADC,0.808E-3
15:14:33,0.750E-3,ADC,0.750E-3
15:14:34,0.707E-3,ADC,0.707E-3
15:14:35,0.733E-3,ADC,0.733E-3
15:14:36,0.666E-3,ADC,0.666E-3
15:14:37,0.704E-3,ADC,0.704E-3
15:14:38,0.768E-3,ADC,0.768E-3
15:14:39,0.654E-3,ADC,0.654E-3
15:14:40,0.839E-3,ADC,0.839E-3
15:14:41,0.642E-3,ADC,0.642E-3
15:14:42,0.797E-3,ADC,0.797E-3
15:14:43,0.614E-3,ADC,0.614E-3
15:14:44,0.738E-3,ADC,0.738E-3
15:14:45,0.628E-3,ADC,0.628E-3
15:14:46,0.702E-3,ADC,0.702E-3
15:14:47,0.639E-3,ADC,0.639E-3
15:14:48,0.652E-3,ADC,0.652E-3
15:14:49,0.712E-3,ADC,0.712E-3
15:14:50,0.550E-3,ADC,0.550E-3
15:14:51,0.759E-3,ADC,0.759E-3
15:14:52,0.559E-3,ADC,0.559E-3
15:14:53,0.551E-3,ADC,0.551E-3
15:14:54,0.554E-3,ADC,0.554E-3
15:14:55,0.510E-3,ADC,0.510E-3
15:14:56,0.597E-3,ADC,0.597E-3
15:14:57,0.505E-3,ADC,0.505E-3
15:14:58,0.618E-3,ADC,0.618E-3
15:14:59,0.507E-3,ADC,0.507E-3
15:15:00,0.627E-3,ADC,0.627E-3
15:15:01,0.513E-3,ADC,0.513E-3
15:15:02,0.652E-3,ADC,0.652E-3
15:15:03,0.585E-3,ADC,0.585E-3
15:15:04,0.643E-3,ADC,0.643E-3
15:15:05,0.537E-3,ADC,0.537E-3
15:15:06,0.551E-3,ADC,0.551E-3
15:15:07,0.602E-3,ADC,0.602E-3
15:15:08,0.488E-3,ADC,0.488E-3
15:15:09,0.516E-3,ADC,0.516E-3
15:15:10,0.654E-3,ADC,0.654E-3
15:15:11,0.501E-3,ADC,0.501E-3
15:15:12,0.764E-3,ADC,0.764E-3
15:15:13,0.507E-3,ADC,0.507E-3
15:15:14,0.634E-3,ADC,0.634E-3
15:15:15,0.510E-3,ADC,0.510E-3
15:15:16,0.635E-3,ADC,0.635E-3
15:15:17,0.529E-3,ADC,0.529E-3
