21,3
20430,7680,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,-0,6,1,2,9,1
13:22:35,-0.001E-3,ADC,-0.001E-3
13:22:36,-0.001E-3,ADC,-0.001E-3
13:22:37,0.000E-3,ADC,0.000E-3
13:22:38,-0.001E-3,ADC,-0.001E-3
13:22:39,-0.001E-3,ADC,-0.001E-3
13:22:40,0.000E-3,ADC,0.000E-3
13:22:41,-0.001E-3,ADC,-0.001E-3
13:22:42,-0.001E-3,ADC,-0.001E-3
13:22:43,-0.001E-3,ADC,-0.001E-3
13:22:44,-0.012E-3,ADC,-0.012E-3
13:22:45,-0.040E-3,ADC,-0.040E-3
13:22:46,-0.005E-3,ADC,-0.005E-3
13:22:47,-0.160E-3,ADC,-0.160E-3
13:22:48,-0.021E-3,ADC,-0.021E-3
13:22:49,-0.193E-3,ADC,-0.193E-3
13:22:50,-0.154E-3,ADC,-0.154E-3
13:22:51,-0.097E-3,ADC,-0.097E-3
13:22:52,-0.206E-3,ADC,-0.206E-3
13:22:53,-0.118E-3,ADC,-0.118E-3
13:22:54,-0.219E-3,ADC,-0.219E-3
13:22:55,-0.148E-3,ADC,-0.148E-3
13:22:56,-0.213E-3,ADC,-0.213E-3
13:22:57,-0.186E-3,ADC,-0.186E-3
13:22:58,-0.106E-3,ADC,-0.106E-3
13:22:59,-0.147E-3,ADC,-0.147E-3
13:23:00,-0.049E-3,ADC,-0.049E-3
13:23:01,-0.157E-3,ADC,-0.157E-3
13:23:02,-0.089E-3,ADC,-0.089E-3
13:23:03,-0.125E-3,ADC,-0.125E-3
13:23:04,-0.142E-3,ADC,-0.142E-3
13:23:05,-0.105E-3,ADC,-0.105E-3
13:23:06,-0.178E-3,ADC,-0.178E-3
13:23:07,-0.051E-3,ADC,-0.051E-3
13:23:08,-0.159E-3,ADC,-0.159E-3
13:23:09,-0.029E-3,ADC,-0.029E-3
13:23:10,-0.119E-3,ADC,-0.119E-3
13:23:11,-0.022E-3,ADC,-0.022E-3
13:23:12,-0.078E-3,ADC,-0.078E-3
13:23:13,-0.053E-3,ADC,-0.053E-3
13:23:14,-0.032E-3,ADC,-0.032E-3
13:23:15,-0.138E-3,ADC,-0.138E-3
13:23:16,-0.014E-3,ADC,-0.014E-3
13:23:17,-0.100E-3,ADC,-0.100E-3
13:23:18,-0.035E-3,ADC,-0.035E-3
13:23:19,-0.049E-3,ADC,-0.049E-3
13:23:20,-0.083E-3,ADC,-0.083E-3
13:23:21,-0.025E-3,ADC,-0.025E-3
13:23:22,-0.136E-3,ADC,-0.136E-3
13:23:23,-0.023E-3,ADC,-0.023E-3
13:23:24,-0.177E-3,ADC,-0.177E-3
13:23:25,-0.074E-3,ADC,-0.074E-3
13:23:26,0.381E-3,ADC,0.381E-3
13:23:27,0.335E-3,ADC,0.335E-3
13:23:28,0.327E-3,ADC,0.327E-3
13:23:29,0.310E-3,ADC,0.310E-3
13:23:30,0.334E-3,ADC,0.334E-3
13:23:31,0.281E-3,ADC,0.281E-3
13:23:32,0.340E-3,ADC,0.340E-3
13:23:33,0.277E-3,ADC,0.277E-3
13:23:34,0.336E-3,ADC,0.336E-3
13:23:35,0.268E-3,ADC,0.268E-3
13:23:36,0.198E-3,ADC,0.198E-3
13:23:37,0.205E-3,ADC,0.205E-3
13:23:38,0.266E-3,ADC,0.266E-3
13:23:39,0.218E-3,ADC,0.218E-3
13:23:40,0.231E-3,ADC,0.231E-3
13:23:41,0.236E-3,ADC,0.236E-3
13:23:42,0.185E-3,ADC,0.185E-3
13:23:43,0.246E-3,ADC,0.246E-3
13:23:44,0.178E-3,ADC,0.178E-3
13:23:45,0.177E-3,ADC,0.177E-3
13:23:46,0.164E-3,ADC,0.164E-3
13:23:47,0.261E-3,ADC,0.261E-3
13:23:48,0.441E-3,ADC,0.441E-3
13:23:49,0.493E-3,ADC,0.493E-3
13:23:50,0.622E-3,ADC,0.622E-3
13:23:51,0.677E-3,ADC,0.677E-3
13:23:52,0.739E-3,ADC,0.739E-3
13:23:53,0.805E-3,ADC,0.805E-3
13:23:54,0.821E-3,ADC,0.821E-3
