21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,0,7,7,1
19:56:45,6.027E-3,ADC,6.027E-3
19:56:46,6.121E-3,ADC,6.121E-3
19:56:47,6.132E-3,ADC,6.132E-3
19:56:48,6.103E-3,ADC,6.103E-3
19:56:49,5.987E-3,ADC,5.987E-3
19:56:50,5.912E-3,ADC,5.912E-3
19:56:51,5.962E-3,ADC,5.962E-3
19:56:52,5.881E-3,ADC,5.881E-3
19:56:53,5.923E-3,ADC,5.923E-3
19:56:54,6.056E-3,ADC,6.056E-3
19:56:55,5.824E-3,ADC,5.824E-3
19:56:56,5.964E-3,ADC,5.964E-3
19:56:57,5.745E-3,ADC,5.745E-3
19:56:58,5.998E-3,ADC,5.998E-3
19:56:59,5.795E-3,ADC,5.795E-3
19:57:00,6.012E-3,ADC,6.012E-3
19:57:01,5.848E-3,ADC,5.848E-3
19:57:02,5.749E-3,ADC,5.749E-3
19:57:03,5.823E-3,ADC,5.823E-3
19:57:04,5.690E-3,ADC,5.690E-3
19:57:05,5.741E-3,ADC,5.741E-3
19:57:06,5.757E-3,ADC,5.757E-3
19:57:07,5.730E-3,ADC,5.730E-3
19:57:08,5.724E-3,ADC,5.724E-3
19:57:09,5.622E-3,ADC,5.622E-3
19:57:10,5.703E-3,ADC,5.703E-3
19:57:11,5.687E-3,ADC,5.687E-3
19:57:12,5.865E-3,ADC,5.865E-3
19:57:13,5.605E-3,ADC,5.605E-3
19:57:14,5.663E-3,ADC,5.663E-3
19:57:15,5.558E-3,ADC,5.558E-3
19:57:16,5.728E-3,ADC,5.728E-3
19:57:17,5.584E-3,ADC,5.584E-3
19:57:18,5.619E-3,ADC,5.619E-3
19:57:19,5.593E-3,ADC,5.593E-3
19:57:20,5.719E-3,ADC,5.719E-3
19:57:21,5.597E-3,ADC,5.597E-3
19:57:22,5.610E-3,ADC,5.610E-3
19:57:23,5.610E-3,ADC,5.610E-3
19:57:24,5.760E-3,ADC,5.760E-3
19:57:25,5.523E-3,ADC,5.523E-3
19:57:26,5.577E-3,ADC,5.577E-3
19:57:27,5.467E-3,ADC,5.467E-3
19:57:28,5.631E-3,ADC,5.631E-3
19:57:29,5.489E-3,ADC,5.489E-3
19:57:30,5.486E-3,ADC,5.486E-3
19:57:31,5.532E-3,ADC,5.532E-3
19:57:32,5.488E-3,ADC,5.488E-3
19:57:33,5.546E-3,ADC,5.546E-3
19:57:34,5.479E-3,ADC,5.479E-3
19:57:35,5.563E-3,ADC,5.563E-3
19:57:36,5.469E-3,ADC,5.469E-3
19:57:37,5.466E-3,ADC,5.466E-3
19:57:38,5.604E-3,ADC,5.604E-3
19:57:39,5.431E-3,ADC,5.431E-3
19:57:40,5.524E-3,ADC,5.524E-3
19:57:41,5.389E-3,ADC,5.389E-3
19:57:42,5.682E-3,ADC,5.682E-3
19:57:43,5.498E-3,ADC,5.498E-3
19:57:44,5.499E-3,ADC,5.499E-3
19:57:45,5.550E-3,ADC,5.550E-3
19:57:46,5.627E-3,ADC,5.627E-3
19:57:47,5.488E-3,ADC,5.488E-3
19:57:48,5.420E-3,ADC,5.420E-3
19:57:49,5.423E-3,ADC,5.423E-3
19:57:50,5.406E-3,ADC,5.406E-3
19:57:51,5.450E-3,ADC,5.450E-3
19:57:52,5.602E-3,ADC,5.602E-3
19:57:53,5.389E-3,ADC,5.389E-3
19:57:54,5.439E-3,ADC,5.439E-3
19:57:55,5.369E-3,ADC,5.369E-3
19:57:56,5.469E-3,ADC,5.469E-3
19:57:57,5.285E-3,ADC,5.285E-3
19:57:58,5.449E-3,ADC,5.449E-3
19:57:59,5.355E-3,ADC,5.355E-3
19:58:00,5.437E-3,ADC,5.437E-3
19:58:01,5.501E-3,ADC,5.501E-3
19:58:02,5.388E-3,ADC,5.388E-3
19:58:03,5.497E-3,ADC,5.497E-3
19:58:04,5.399E-3,ADC,5.399E-3
19:58:05,5.422E-3,ADC,5.422E-3
19:58:06,5.440E-3,ADC,5.440E-3
19:58:07,5.493E-3,ADC,5.493E-3
19:58:08,5.237E-3,ADC,5.237E-3
