21,3
20430,7680,2
00,00,00,01
True,00,01,00,00
20
False,1,1
True,-0,6,1,8,1
15:44:05,-0.268E-3,ADC,-0.268E-3
15:44:06,-0.138E-3,ADC,-0.138E-3
15:44:07,-0.249E-3,ADC,-0.249E-3
15:44:08,-0.133E-3,ADC,-0.133E-3
15:44:09,-0.194E-3,ADC,-0.194E-3
15:44:10,0.625E-3,ADC,0.625E-3
15:44:11,0.778E-3,ADC,0.778E-3
15:44:12,0.588E-3,ADC,0.588E-3
15:44:13,0.640E-3,ADC,0.640E-3
15:44:14,0.504E-3,ADC,0.504E-3
15:44:15,0.523E-3,ADC,0.523E-3
15:44:16,0.520E-3,ADC,0.520E-3
15:44:17,0.473E-3,ADC,0.473E-3
15:44:18,0.529E-3,ADC,0.529E-3
15:44:19,0.454E-3,ADC,0.454E-3
15:44:20,0.485E-3,ADC,0.485E-3
15:44:21,0.454E-3,ADC,0.454E-3
15:44:22,0.461E-3,ADC,0.461E-3
15:44:23,0.521E-3,ADC,0.521E-3
15:44:24,0.429E-3,ADC,0.429E-3
15:44:25,0.437E-3,ADC,0.437E-3
15:44:26,0.430E-3,ADC,0.430E-3
15:44:27,0.456E-3,ADC,0.456E-3
15:44:28,0.426E-3,ADC,0.426E-3
15:44:29,0.487E-3,ADC,0.487E-3
15:44:30,0.449E-3,ADC,0.449E-3
15:44:31,0.435E-3,ADC,0.435E-3
15:44:32,0.638E-3,ADC,0.638E-3
15:44:33,0.693E-3,ADC,0.693E-3
15:44:34,0.847E-3,ADC,0.847E-3
15:44:35,0.873E-3,ADC,0.873E-3
15:44:36,0.977E-3,ADC,0.977E-3
15:44:37,0.923E-3,ADC,0.923E-3
15:44:38,0.922E-3,ADC,0.922E-3
15:44:39,0.950E-3,ADC,0.950E-3
15:44:40,0.935E-3,ADC,0.935E-3
15:44:41,0.878E-3,ADC,0.878E-3
15:44:42,0.863E-3,ADC,0.863E-3
15:44:43,0.899E-3,ADC,0.899E-3
15:44:44,0.797E-3,ADC,0.797E-3
15:44:45,0.837E-3,ADC,0.837E-3
15:44:46,0.746E-3,ADC,0.746E-3
15:44:47,0.751E-3,ADC,0.751E-3
15:44:48,0.659E-3,ADC,0.659E-3
15:44:49,0.498E-3,ADC,0.498E-3
15:44:50,0.666E-3,ADC,0.666E-3
15:44:51,0.678E-3,ADC,0.678E-3
15:44:52,0.656E-3,ADC,0.656E-3
15:44:53,0.754E-3,ADC,0.754E-3
15:44:54,0.590E-3,ADC,0.590E-3
15:44:55,0.578E-3,ADC,0.578E-3
15:44:56,0.578E-3,ADC,0.578E-3
15:44:57,0.589E-3,ADC,0.589E-3
15:44:58,0.554E-3,ADC,0.554E-3
15:44:59,0.560E-3,ADC,0.560E-3
15:45:00,0.560E-3,ADC,0.560E-3
15:45:01,0.531E-3,ADC,0.531E-3
15:45:02,0.537E-3,ADC,0.537E-3
15:45:03,0.498E-3,ADC,0.498E-3
15:45:04,0.549E-3,ADC,0.549E-3
15:45:05,0.504E-3,ADC,0.504E-3
15:45:06,0.543E-3,ADC,0.543E-3
15:45:07,0.525E-3,ADC,0.525E-3
15:45:08,0.529E-3,ADC,0.529E-3
15:45:09,0.418E-3,ADC,0.418E-3
15:45:10,0.476E-3,ADC,0.476E-3
15:45:11,0.489E-3,ADC,0.489E-3
15:45:12,0.427E-3,ADC,0.427E-3
15:45:13,0.470E-3,ADC,0.470E-3
15:45:14,0.444E-3,ADC,0.444E-3
15:45:15,0.432E-3,ADC,0.432E-3
15:45:16,0.413E-3,ADC,0.413E-3
15:45:17,0.390E-3,ADC,0.390E-3
15:45:18,0.424E-3,ADC,0.424E-3
15:45:19,0.396E-3,ADC,0.396E-3
15:45:20,0.434E-3,ADC,0.434E-3
15:45:21,0.379E-3,ADC,0.379E-3
15:45:22,0.369E-3,ADC,0.369E-3
15:45:23,0.379E-3,ADC,0.379E-3
15:45:24,0.375E-3,ADC,0.375E-3
15:45:25,0.364E-3,ADC,0.364E-3
15:45:26,0.345E-3,ADC,0.345E-3
15:45:27,0.395E-3,ADC,0.395E-3
