21,3
20430,7935,0
00,00,00,01
True,00,01,00,00
20
False,1,1
True,0,3,6,1
16:38:22,2.551E-3,ADC,2.551E-3
16:38:23,2.780E-3,ADC,2.780E-3
16:38:24,2.575E-3,ADC,2.575E-3
16:38:25,2.711E-3,ADC,2.711E-3
16:38:26,2.498E-3,ADC,2.498E-3
16:38:27,2.647E-3,ADC,2.647E-3
16:38:28,2.377E-3,ADC,2.377E-3
16:38:29,2.424E-3,ADC,2.424E-3
16:38:30,2.257E-3,ADC,2.257E-3
16:38:31,2.428E-3,ADC,2.428E-3
16:38:32,2.346E-3,ADC,2.346E-3
16:38:33,2.256E-3,ADC,2.256E-3
16:38:34,2.434E-3,ADC,2.434E-3
16:38:35,2.263E-3,ADC,2.263E-3
16:38:36,2.308E-3,ADC,2.308E-3
16:38:37,2.435E-3,ADC,2.435E-3
16:38:38,2.202E-3,ADC,2.202E-3
16:38:39,2.388E-3,ADC,2.388E-3
16:38:40,2.177E-3,ADC,2.177E-3
16:38:41,2.220E-3,ADC,2.220E-3
16:38:42,2.114E-3,ADC,2.114E-3
16:38:43,2.126E-3,ADC,2.126E-3
16:38:44,2.057E-3,ADC,2.057E-3
16:38:45,2.051E-3,ADC,2.051E-3
16:38:46,2.126E-3,ADC,2.126E-3
16:38:47,2.077E-3,ADC,2.077E-3
16:38:48,2.134E-3,ADC,2.134E-3
16:38:49,2.086E-3,ADC,2.086E-3
16:38:50,1.964E-3,ADC,1.964E-3
16:38:51,1.994E-3,ADC,1.994E-3
16:38:52,1.988E-3,ADC,1.988E-3
16:38:53,2.061E-3,ADC,2.061E-3
16:38:54,1.950E-3,ADC,1.950E-3
16:38:55,1.926E-3,ADC,1.926E-3
16:38:56,1.985E-3,ADC,1.985E-3
16:38:57,1.822E-3,ADC,1.822E-3
16:38:58,1.963E-3,ADC,1.963E-3
16:38:59,1.915E-3,ADC,1.915E-3
16:39:00,1.776E-3,ADC,1.776E-3
16:39:01,1.919E-3,ADC,1.919E-3
16:39:02,1.877E-3,ADC,1.877E-3
16:39:03,1.919E-3,ADC,1.919E-3
16:39:04,1.810E-3,ADC,1.810E-3
16:39:05,1.949E-3,ADC,1.949E-3
16:39:06,1.884E-3,ADC,1.884E-3
16:39:07,2.060E-3,ADC,2.060E-3
16:39:08,2.000E-3,ADC,2.000E-3
16:39:09,1.863E-3,ADC,1.863E-3
16:39:10,1.844E-3,ADC,1.844E-3
16:39:11,1.861E-3,ADC,1.861E-3
16:39:12,1.764E-3,ADC,1.764E-3
16:39:13,1.724E-3,ADC,1.724E-3
16:39:14,1.767E-3,ADC,1.767E-3
16:39:15,1.753E-3,ADC,1.753E-3
16:39:16,1.782E-3,ADC,1.782E-3
16:39:17,1.782E-3,ADC,1.782E-3
16:39:18,1.734E-3,ADC,1.734E-3
16:39:19,1.813E-3,ADC,1.813E-3
16:39:20,1.727E-3,ADC,1.727E-3
16:39:21,1.960E-3,ADC,1.960E-3
16:39:22,1.690E-3,ADC,1.690E-3
16:39:23,1.866E-3,ADC,1.866E-3
16:39:24,1.728E-3,ADC,1.728E-3
16:39:25,1.663E-3,ADC,1.663E-3
16:39:26,1.767E-3,ADC,1.767E-3
16:39:27,1.691E-3,ADC,1.691E-3
16:39:28,1.652E-3,ADC,1.652E-3
16:39:29,1.765E-3,ADC,1.765E-3
16:39:30,1.747E-3,ADC,1.747E-3
16:39:31,1.815E-3,ADC,1.815E-3
16:39:32,1.749E-3,ADC,1.749E-3
16:39:33,1.713E-3,ADC,1.713E-3
16:39:34,1.678E-3,ADC,1.678E-3
16:39:35,1.751E-3,ADC,1.751E-3
16:39:36,1.664E-3,ADC,1.664E-3
16:39:37,1.725E-3,ADC,1.725E-3
16:39:38,1.586E-3,ADC,1.586E-3
16:39:39,1.688E-3,ADC,1.688E-3
16:39:40,1.654E-3,ADC,1.654E-3
16:39:41,1.679E-3,ADC,1.679E-3
16:39:42,1.685E-3,ADC,1.685E-3
16:39:43,1.626E-3,ADC,1.626E-3
16:39:44,1.695E-3,ADC,1.695E-3
16:39:45,1.564E-3,ADC,1.564E-3
