Current
0.00E+00
2.24E-01
4.38E-01
6.25E-01
7.65E-01
8.91E-01
9.68E-01
1.03E+00
1.04E+00
1.06E+00
1.05E+00
1.07E+00
1.03E+00
1.00E+00
9.85E-01
9.83E-01
9.82E-01
9.54E-01
8.72E-01
8.67E-01
8.22E-01
7.96E-01
7.50E-01
7.08E-01
6.93E-01
6.53E-01
6.19E-01
5.93E-01
5.57E-01
5.32E-01
4.92E-01
4.66E-01
4.37E-01
4.38E-01
4.05E-01
3.96E-01
3.73E-01
3.61E-01
3.46E-01
3.28E-01
3.03E-01
2.72E-01
2.63E-01
2.50E-01
2.57E-01
2.35E-01
2.34E-01
2.16E-01
2.07E-01
2.18E-01
1.90E-01
1.97E-01
1.70E-01
1.73E-01
1.73E-01
1.61E-01
1.62E-01
1.53E-01
1.53E-01
1.48E-01
1.45E-01
1.52E-01
1.35E-01
1.45E-01
1.32E-01
1.54E-01
1.27E-01
1.23E-01
1.34E-01
1.40E-01
1.17E-01
1.16E-01
1.22E-01
1.22E-01
1.15E-01
1.30E-01
1.24E-01
1.29E-01
1.10E-01
1.04E-01
1.03E-01
1.02E-01
1.02E-01
1.03E-01
1.09E-01
1.02E-01
1.15E-01
9.99E-02
1.06E-01
9.69E-02
9.99E-02
1.08E-01
9.19E-02
1.07E-01
9.29E-02
1.13E-01
9.59E-02
1.16E-01
9.79E-02
8.99E-02
9.59E-02
9.29E-02
9.19E-02
8.29E-02
9.49E-02
8.99E-02
9.29E-02
9.49E-02
9.29E-02
9.49E-02
8.59E-02
9.69E-02
8.09E-02
1.01E-01
9.69E-02
9.49E-02
1.01E-01
8.59E-02
9.99E-02
8.69E-02
8.79E-02
9.39E-02
8.89E-02
1.02E-01
9.29E-02
9.69E-02
8.59E-02
8.69E-02
9.59E-02
8.99E-02
8.49E-02
8.69E-02
9.39E-02
9.29E-02
9.19E-02
9.49E-02
8.89E-02
9.19E-02
9.39E-02
9.19E-02
9.19E-02
8.89E-02
8.69E-02
9.29E-02
8.69E-02
8.99E-02
8.89E-02
8.69E-02
